Year,Team,Name,G,GS,GR,IP,W,L,S,HD,SO,BB,ERA,FIP,WHIP,WAR
2020,KIA,브룩스,23,23,0,151.1,11,4,0,0,130,24,2.5,2.72,1.02,6.48
2020,KIA,양현종,31,31,0,172.1,11,10,0,0,149,64,4.7,3.97,1.42,3.35
2020,KIA,가뇽,28,28,0,159.2,11,8,0,0,141,64,4.34,3.73,1.42,3.31
2020,KIA,박준표,50,0,50,51.2,7,1,6,11,44,8,1.57,2.92,0.95,2.1
2020,KIA,임기영,25,25,0,127.2,9,10,0,0,106,33,5.15,4.06,1.45,2.04
2020,KIA,전상현,47,0,47,47.2,2,2,15,13,64,22,2.45,3.07,1.2,1.27
2020,KIA,홍상삼,57,0,57,48.0,4,5,0,17,61,54,5.06,5.74,1.79,0.75
2020,KIA,정해영,47,0,47,38.1,5,4,1,11,32,24,3.29,4.47,1.7,0.75
2020,KIA,박정수,7,0,7,7.1,0,0,0,1,5,4,3.68,6.03,1.23,0.17
2020,KIA,문경찬,25,0,25,24.0,0,2,10,0,26,6,5.25,5.3,1.46,0.16
2020,KIA,김기훈,22,7,15,52.0,0,4,0,1,39,31,5.37,5.92,1.71,0.14
2020,KIA,홍건희,10,0,10,12.0,0,0,0,0,9,2,6.0,5.61,1.08,0.04
2020,KIA,황인준,3,0,3,4.0,0,0,0,0,1,2,4.5,7.9,2.0,0.04
2020,KIA,김승범,1,0,1,1.0,0,0,0,0,0,2,9.0,10.2,3.0,-0.01
2020,KIA,김현수,15,4,11,32.1,1,2,0,0,19,31,7.24,6.79,2.23,-0.04
2020,KIA,서덕원,11,0,11,12.2,0,0,0,0,6,4,8.53,9.22,1.42,-0.06
2020,KIA,이준영,48,0,48,23.2,0,2,0,13,22,13,5.32,3.88,1.86,-0.07
2020,KIA,김재열,14,0,14,17.1,0,1,0,2,13,12,7.27,6.68,2.02,-0.07
2020,KIA,변시원,4,0,4,5.0,1,0,0,0,1,3,3.6,5.36,2.2,-0.09
2020,KIA,남하준,8,0,8,15.2,0,0,0,0,8,11,4.02,5.85,1.98,-0.11
2020,KIA,차명진,1,0,1,0.1,0,0,0,0,0,0,99.99,22.6,9.0,-0.13
2020,KIA,이민우,22,22,0,106.0,6,10,0,0,67,47,6.79,5.2,1.66,-0.22
2020,KIA,김명찬,21,0,21,8.2,0,1,0,1,11,12,6.23,8.58,2.88,-0.37
2020,KIA,양승철,15,1,14,28.2,0,0,0,0,13,24,7.85,7.44,2.27,-0.47
2020,KIA,김현준,15,0,15,14.1,1,0,0,1,12,13,12.56,6.37,2.3,-0.49
2020,KIA,박진태,12,0,12,18.2,0,0,0,0,14,16,13.02,11.18,2.57,-0.64
2020,KIA,고영창,48,0,48,58.0,1,1,1,2,23,17,6.83,4.74,1.81,-0.82
2020,KIA,장현식,28,3,25,31.1,3,4,0,6,22,16,11.2,6.68,2.17,-1.56
2021,KIA,멩덴,21,21,0,120.0,8,3,0,0,104,35,3.6,3.9,1.2,2.86
2021,KIA,임기영,28,28,0,153.0,8,8,0,0,129,45,4.88,3.96,1.31,2.7
2021,KIA,이의리,19,19,0,94.2,4,5,0,0,93,56,3.61,3.96,1.32,2.42
2021,KIA,정해영,64,0,64,65.1,5,4,34,0,49,28,2.2,4.27,1.18,2.41
2021,KIA,장현식,69,0,69,76.2,1,5,1,34,80,42,3.29,4.06,1.42,2.26
2021,KIA,브룩스,13,13,0,78.0,3,5,0,0,55,16,3.35,3.29,1.4,1.99
2021,KIA,윤중현,30,13,17,82.2,5,6,0,2,33,31,3.92,5.46,1.48,1.15
2021,KIA,다카하시,7,7,0,36.2,1,3,0,0,46,12,4.91,3.28,1.58,0.35
2021,KIA,전상현,15,0,15,13.0,1,0,0,7,8,6,3.46,4.57,1.62,0.32
2021,KIA,장지수,9,0,9,14.1,0,0,0,0,5,13,3.14,7.19,1.53,0.25
2021,KIA,김재열,24,0,24,32.2,1,0,0,0,18,18,3.86,5.93,1.41,0.22
2021,KIA,한승혁,8,5,3,23.2,0,3,0,0,17,10,4.56,3.54,1.48,0.18
2021,KIA,김현준,19,0,19,19.2,0,1,0,2,19,12,5.49,5.66,1.37,0.15
2021,KIA,박건우,3,0,3,3.0,0,0,0,0,3,1,0.0,3.33,1.0,0.11
2021,KIA,장민기,21,0,21,23.1,2,1,0,2,22,29,3.47,6.3,1.8,0.1
2021,KIA,변시원,1,0,1,0.2,0,0,0,0,0,3,27.0,22.37,6.0,-0.06
2021,KIA,차명진,4,3,1,10.2,0,1,0,0,6,13,7.59,7.54,2.34,-0.1
2021,KIA,박진태,59,0,59,65.0,3,3,0,9,45,36,5.95,5.47,1.6,-0.12
2021,KIA,이준영,50,1,49,35.2,3,2,1,9,26,19,5.55,4.51,1.37,-0.19
2021,KIA,박준표,32,0,32,32.0,2,4,0,4,18,17,5.91,5.99,1.84,-0.2
2021,KIA,최용준,3,2,1,6.1,0,1,0,0,6,7,14.21,10.95,2.84,-0.21
2021,KIA,고영창,24,0,24,23.1,0,2,0,6,6,10,5.79,4.72,1.71,-0.25
2021,KIA,홍상삼,49,0,49,36.0,4,1,0,12,33,19,4.75,5.18,1.44,-0.34
2021,KIA,남하준,5,1,4,8.0,0,1,0,1,5,10,14.63,9.05,2.5,-0.37
2021,KIA,이승재,25,0,25,24.0,2,1,0,5,17,18,7.5,7.19,1.83,-0.43
2021,KIA,서덕원,24,0,24,32.2,1,0,0,1,24,14,7.44,5.81,1.53,-0.45
2021,KIA,김유신,15,11,4,54.1,2,6,0,0,29,35,7.62,6.95,1.8,-0.53
2021,KIA,김현수,17,8,9,45.2,1,4,0,0,27,36,7.88,7.02,2.04,-0.58
2021,KIA,이민우,16,12,4,57.0,1,6,0,0,28,31,8.05,6.17,1.91,-0.71
2022,KIA,놀린,21,21,0,124.0,8,8,0,0,108,24,2.47,3.05,1.12,4.11
2022,KIA,양현종,30,30,0,175.1,12,7,0,0,141,50,3.85,3.66,1.25,2.93
2022,KIA,임기영,26,23,3,129.1,4,13,1,0,82,36,4.24,4.81,1.34,2.44
2022,KIA,파노니,14,14,0,82.2,3,4,0,0,73,24,2.72,3.27,1.23,2.44
2022,KIA,이의리,29,28,1,154.0,10,10,0,0,161,74,3.86,4.23,1.31,2.21
2022,KIA,정해영,55,0,55,56.0,3,7,32,0,43,18,3.38,3.44,1.29,1.51
2022,KIA,이준영,75,0,75,46.1,1,1,1,17,42,26,2.91,3.89,1.45,1.24
2022,KIA,전상현,50,0,50,46.1,5,5,2,16,53,16,3.3,2.37,1.25,1.07
2022,KIA,장현식,54,0,54,52.0,2,3,1,19,40,26,3.12,4.21,1.54,0.93
2022,KIA,김기훈,5,0,5,8.2,0,0,0,0,9,7,1.04,3.69,1.27,0.48
2022,KIA,고영창,27,0,27,24.0,0,1,0,0,9,10,1.88,5.52,1.42,0.29
2022,KIA,윤중현,47,0,47,53.2,3,1,0,5,27,14,5.03,4.51,1.43,0.19
2022,KIA,장지수,1,0,1,2.0,0,0,0,0,1,1,0.0,4.08,1.5,0.12
2022,KIA,한승혁,24,16,8,80.1,4,3,0,0,69,40,5.27,4.0,1.74,0.08
2022,KIA,이승재,1,0,1,1.0,0,0,0,0,1,0,0.0,4.38,0.0,0.07
2022,KIA,김현수,1,0,1,2.0,0,0,0,0,1,1,4.5,4.08,2.0,0.03
2022,KIA,장재혁,3,0,3,3.0,0,0,0,0,4,3,6.0,3.55,2.0,0.01
2022,KIA,김도현,4,2,2,10.2,0,1,0,0,11,5,5.91,4.89,1.78,0.0
2022,KIA,홍상삼,24,0,24,21.2,2,1,0,1,19,15,5.82,5.53,1.57,-0.03
2022,KIA,김유신,10,0,10,14.2,1,0,0,0,9,16,6.14,8.07,1.7,-0.1
2022,KIA,로니,10,9,1,44.1,3,3,0,0,32,28,5.89,6.03,1.69,-0.12
2022,KIA,이민우,1,1,0,4.0,0,1,0,0,1,3,15.75,7.03,3.25,-0.22
2022,KIA,송후섭,1,0,1,0.1,0,0,0,0,0,1,99.99,22.38,15.0,-0.23
2022,KIA,최지민,6,0,6,6.0,0,0,0,0,7,5,13.5,5.95,2.83,-0.28
2022,KIA,박준표,34,0,34,23.1,1,0,0,8,11,10,5.4,6.64,1.59,-0.29
2022,KIA,김현준,12,0,12,14.2,0,1,0,0,9,5,5.52,3.31,1.64,-0.31
2022,KIA,김재열,47,0,47,43.0,1,2,1,5,36,22,6.07,4.66,1.56,-0.38
2022,KIA,남하준,11,0,11,10.1,1,1,0,1,6,6,8.71,9.04,2.32,-0.4
2022,KIA,김사윤,31,0,31,27.0,3,0,0,2,23,24,7.0,5.75,1.74,-0.45
2022,KIA,유승철,21,0,21,19.0,3,0,0,0,14,16,7.58,7.52,1.95,-0.93
2023,KIA,양현종,29,29,0,171.0,9,11,0,0,133,48,3.58,3.7,1.34,3.59
2023,KIA,이의리,28,28,0,131.2,11,7,0,0,156,93,3.96,3.63,1.49,2.85
2023,KIA,윤영철,25,24,1,122.2,8,7,0,0,74,48,4.04,4.55,1.4,2.45
2023,KIA,임기영,64,0,64,82.0,4,4,3,16,57,19,2.96,3.93,0.91,2.06
2023,KIA,파노니,16,15,1,82.1,6,3,0,0,66,23,4.26,3.65,1.32,1.77
2023,KIA,전상현,64,0,64,58.2,8,3,1,13,50,26,2.15,3.3,1.3,1.67
2023,KIA,앤더슨,14,14,0,79.0,4,7,0,0,64,26,3.76,3.83,1.29,1.33
2023,KIA,정해영,52,0,52,49.1,3,4,23,1,30,20,2.92,4.25,1.48,1.3
2023,KIA,이준영,64,0,64,33.2,1,0,0,10,30,23,3.21,3.74,1.46,0.85
2023,KIA,최지민,58,0,58,59.1,6,3,3,12,44,26,2.12,4.31,1.2,0.75
2023,KIA,장현식,56,0,56,51.0,2,2,3,5,44,26,4.06,4.67,1.65,0.5
2023,KIA,윤중현,31,0,31,28.0,2,1,0,0,8,10,3.86,5.09,1.39,0.41
2023,KIA,김승현,10,0,10,12.2,0,0,0,0,7,10,4.26,6.1,1.66,0.16
2023,KIA,산체스,12,11,1,63.2,4,4,0,0,59,15,5.94,3.77,1.48,0.13
2023,KIA,박준표,33,0,33,28.0,1,0,0,3,13,9,4.5,4.96,1.32,0.08
2023,KIA,메디나,12,12,0,58.0,2,6,0,0,36,29,6.05,5.56,1.6,0.06
2023,KIA,김대유,41,0,41,24.2,0,2,0,4,20,8,5.11,4.42,1.38,0.04
2023,KIA,유승철,1,0,1,1.0,0,0,0,0,0,1,0.0,6.95,1.0,0.04
2023,KIA,김건국,6,5,1,16.0,0,1,0,0,9,4,6.75,3.41,1.38,-0.03
2023,KIA,황동하,13,6,7,31.1,0,3,0,0,19,21,6.61,6.41,1.79,-0.12
2023,KIA,곽도규,14,0,14,11.2,0,0,0,0,14,10,8.49,4.04,2.06,-0.19
2023,KIA,김유신,27,0,27,30.1,0,1,0,2,12,19,5.64,5.89,1.75,-0.25
2023,KIA,김기훈,29,0,29,31.1,2,0,0,0,26,37,4.6,5.53,2.07,-0.31
2023,KIA,김재열,9,0,9,11.2,0,0,0,0,9,13,13.11,7.42,2.83,-0.74
2024,KIA,양현종,29,29,0,171.1,11,5,0,0,129,41,4.1,4.69,1.25,4.34
2024,KIA,네일,26,26,0,149.1,12,5,0,0,138,35,2.53,3.74,1.27,4.31
2024,KIA,정해영,53,0,53,50.2,2,3,31,1,50,16,2.49,4.65,1.24,2.2
2024,KIA,윤영철,18,18,0,81.2,7,4,0,0,58,43,4.19,5.35,1.53,1.89
2024,KIA,황동하,25,21,4,103.1,5,7,0,0,81,44,4.44,5.38,1.48,1.78
2024,KIA,장현식,75,0,75,75.1,5,4,0,16,75,34,3.94,4.45,1.45,1.67
2024,KIA,전상현,66,0,66,66.0,10,5,7,19,54,20,4.09,4.25,1.14,1.4
2024,KIA,알드레드,9,9,0,43.2,3,2,0,0,52,17,4.53,3.74,1.26,1.2
2024,KIA,곽도규,71,0,71,55.2,4,2,2,16,64,34,3.56,4.34,1.38,1.14
2024,KIA,크로우,8,8,0,40.1,5,1,0,0,43,12,3.57,3.11,1.31,1.09
2024,KIA,김도현,35,10,25,75.0,4,6,0,3,59,31,4.92,5.4,1.57,1.01
2024,KIA,라우어,7,7,0,34.2,2,2,0,0,37,12,4.93,3.98,1.36,0.76
2024,KIA,이준영,56,0,56,35.0,4,0,0,9,33,17,3.86,5.04,1.54,0.32
2024,KIA,최지민,56,0,56,46.0,3,3,3,12,37,40,5.09,5.8,1.83,0.29
2024,KIA,스타우트,4,4,0,16.0,1,1,0,0,20,5,5.06,4.19,1.38,0.28
2024,KIA,김승현,14,0,14,18.0,1,0,0,0,11,7,4.0,5.93,1.67,0.15
2024,KIA,유승철,5,0,5,5.0,0,0,0,0,4,7,5.4,6.71,2.0,0.11
2024,KIA,장재혁,1,0,1,1.1,0,0,0,0,0,1,0.0,6.63,2.25,0.05
2024,KIA,이의리,4,4,0,13.1,1,0,0,0,14,14,5.4,7.64,2.33,0.04
2024,KIA,김기훈,17,0,17,19.2,1,0,0,0,17,15,5.03,5.6,1.58,0.02
2024,KIA,박준표,8,0,8,6.0,0,0,0,1,4,3,6.0,4.7,2.17,-0.04
2024,KIA,유지성,3,0,3,2.1,0,0,0,0,3,0,7.71,7.49,2.14,-0.04
2024,KIA,김사윤,23,2,21,37.0,0,1,1,0,36,25,4.62,5.04,1.76,-0.08
2024,KIA,김민주,2,0,2,1.0,0,0,0,0,2,1,9.0,2.43,4.0,-0.12
2024,KIA,김민재,4,0,4,4.0,0,0,0,0,3,1,15.75,12.88,2.5,-0.15
2024,KIA,임기영,37,3,34,45.2,6,2,0,2,36,17,6.31,5.54,1.71,-0.24
2024,KIA,김건국,20,3,17,34.1,0,1,0,0,20,14,7.86,6.0,1.81,-0.29
2024,KIA,김현수,5,0,5,5.0,0,0,0,0,4,5,18.0,6.07,2.4,-0.3
2024,KIA,이형범,16,0,16,15.0,0,1,0,2,9,7,7.8,6.88,2.2,-0.32
2024,KIA,김대유,37,0,37,25.0,0,0,0,8,26,12,8.28,5.33,1.88,-0.63
2024,KIA,윤중현,11,0,11,10.1,0,0,0,0,4,9,13.94,11.28,3.0,-0.8
2025,KIA,네일,27,27,0,164.1,8,4,0,0,152,41,2.25,3.13,1.07,6.59
2025,KIA,올러,26,26,0,149.0,11,7,0,0,169,47,3.62,2.9,1.15,3.61
2025,KIA,성영탁,45,0,45,52.1,3,2,0,7,30,13,1.55,3.74,0.97,1.99
2025,KIA,전상현,74,0,74,70.0,7,5,1,25,50,20,3.34,3.73,1.2,1.36
2025,KIA,조상우,72,0,72,60.0,6,6,1,28,55,27,3.9,4.27,1.52,1.03
2025,KIA,김도현,24,24,0,125.1,4,7,0,0,71,33,4.81,4.64,1.45,0.97
2025,KIA,양현종,30,30,0,153.0,7,9,0,0,109,57,5.06,4.35,1.49,0.86
2025,KIA,정해영,60,0,60,61.2,3,7,27,0,72,18,3.79,2.86,1.51,0.7
2025,KIA,김기훈,24,0,24,27.2,1,1,0,0,27,10,3.25,3.61,1.27,0.36
2025,KIA,김태형,8,3,5,23.2,0,3,0,0,14,7,4.56,6.07,1.35,0.33
2025,KIA,김현수,18,0,18,18.1,0,0,0,0,11,13,2.45,5.46,1.64,0.29
2025,KIA,윤영철,13,13,0,50.0,2,7,0,0,43,30,5.58,4.7,1.64,0.18
2025,KIA,윤중현,13,0,13,10.1,1,0,0,0,7,7,4.35,6.08,1.65,0.07
2025,KIA,김민재,1,0,1,2.0,0,0,0,0,1,0,0.0,2.67,1.0,0.07
2025,KIA,황동하,18,3,15,35.2,1,2,0,0,31,10,5.3,4.25,1.35,0.06
2025,KIA,유지성,1,0,1,1.0,0,0,0,0,0,0,0.0,3.92,0.0,0.04
2025,KIA,유승철,1,0,1,2.0,0,0,0,0,3,2,4.5,3.37,2.5,0.02
2025,KIA,장재혁,3,0,3,3.0,0,0,0,0,2,3,6.0,9.42,2.0,-0.01
2025,KIA,김정엽,2,0,2,1.0,0,0,0,0,0,1,18.0,10.32,1.0,-0.01
2025,KIA,이도현,6,2,4,13.0,1,1,0,0,9,8,6.92,5.32,1.92,-0.02
2025,KIA,김대유,15,0,15,8.1,0,1,0,1,3,4,9.72,5.98,1.92,-0.11
2025,KIA,홍원빈,2,0,2,1.2,0,0,0,0,1,4,27.0,10.1,3.6,-0.13
2025,KIA,이준영,57,0,57,34.0,3,1,0,7,34,11,4.76,4.55,1.38,-0.14
2025,KIA,김민주,3,0,3,3.0,0,0,0,0,2,2,12.0,6.52,2.0,-0.14
2025,KIA,최지민,66,0,66,53.1,2,4,0,9,39,51,6.58,6.51,1.82,-0.15
2025,KIA,이성원,4,0,4,2.2,0,0,0,0,3,4,16.88,9.51,2.63,-0.18
2025,KIA,곽도규,9,0,9,4.0,0,0,0,3,5,6,13.5,7.19,2.25,-0.24
2025,KIA,김시훈,9,0,9,9.2,1,0,0,0,7,4,7.45,7.13,1.55,-0.36
2025,KIA,이의리,10,10,0,39.2,1,4,0,0,42,31,7.94,5.81,1.82,-0.36
2025,KIA,임기영,10,0,10,9.0,1,1,0,0,5,4,13.0,6.6,3.0,-0.48
2025,KIA,이호민,13,0,13,14.2,1,0,0,0,7,9,8.59,4.91,2.05,-0.67
2025,KIA,이형범,12,0,12,10.0,0,0,0,0,6,5,11.7,3.7,2.6,-0.71
2025,KIA,김건국,26,6,20,46.0,0,3,0,1,31,17,6.85,6.61,1.65,-0.75
2025,KIA,한재승,18,0,18,15.1,1,0,1,1,17,12,10.57,6.96,2.15,-0.92
2020,두산,알칸타라,31,31,0,198.2,20,2,0,0,182,30,2.54,3.03,1.03,8.0
2020,두산,플렉센,21,21,0,116.2,8,4,0,0,132,30,3.01,2.58,1.09,3.53
2020,두산,최원준,42,18,24,123.0,10,2,0,0,94,35,3.8,4.59,1.37,3.18
2020,두산,이영하,42,19,23,132.0,5,11,6,0,85,66,4.64,4.82,1.62,2.02
2020,두산,박치국,63,0,63,71.2,4,4,0,7,66,34,2.89,4.04,1.38,1.51
2020,두산,유희관,27,27,0,136.1,10,11,0,0,56,39,5.02,5.15,1.68,1.14
2020,두산,함덕주,36,6,30,55.1,5,1,10,2,55,21,3.9,3.06,1.37,0.88
2020,두산,김민규,29,4,25,53.1,1,2,1,0,54,22,4.89,3.53,1.29,0.78
2020,두산,윤명준,42,0,42,41.0,1,0,2,7,20,13,4.83,5.0,1.56,0.46
2020,두산,이현승,62,0,62,42.1,2,1,2,10,42,21,5.31,3.76,1.63,0.35
2020,두산,김명신,16,0,16,15.1,0,1,0,0,11,4,3.52,5.95,1.57,0.33
2020,두산,박소준,8,5,3,26.0,1,2,0,0,20,14,5.54,5.11,1.69,0.31
2020,두산,이승진,33,5,28,51.1,2,4,0,5,54,22,5.61,3.51,1.5,0.18
2020,두산,권휘,14,0,14,13.2,0,1,0,1,10,6,5.27,4.85,1.61,0.17
2020,두산,홍건희,50,0,50,56.2,3,4,1,8,51,20,4.76,4.16,1.46,0.13
2020,두산,채원후,37,0,37,33.0,1,0,0,2,34,24,4.91,5.23,1.76,0.04
2020,두산,최세창,3,0,3,3.0,0,0,0,0,1,0,3.0,7.13,1.67,0.03
2020,두산,배창현,1,0,1,0.1,0,0,0,0,0,2,0.0,22.6,6.0,0.01
2020,두산,이주엽,4,0,4,3.1,0,0,0,0,2,7,8.1,9.01,3.0,0.0
2020,두산,이태오,1,0,1,0.0,0,0,0,0,0,2,99.99,6204.0,99.99,-0.01
2020,두산,조제영,4,1,3,6.0,0,1,0,0,6,7,10.5,7.61,2.17,-0.06
2020,두산,권혁,15,0,15,7.2,2,2,0,2,7,4,9.39,3.33,1.96,-0.11
2020,두산,이교훈,5,0,5,4.1,0,0,0,0,3,4,10.38,7.87,2.31,-0.11
2020,두산,박신지,2,0,2,3.0,0,0,0,0,3,1,18.0,2.53,3.33,-0.18
2020,두산,이용찬,5,5,0,26.2,1,3,0,0,15,6,8.44,6.41,1.76,-0.21
2020,두산,장원준,2,2,0,5.2,0,1,0,0,2,6,12.71,8.5,2.65,-0.21
2020,두산,문원,4,0,4,5.2,0,0,0,0,0,2,9.53,9.29,2.47,-0.27
2020,두산,김강률,30,0,30,28.0,2,2,0,0,28,20,3.54,4.58,2.0,-0.6
2020,두산,이형범,27,0,27,25.2,1,2,1,1,13,16,7.71,7.1,1.79,-0.82
2021,두산,미란다,28,28,0,173.2,14,5,0,0,225,63,2.33,2.42,1.14,6.73
2021,두산,최원준,29,29,0,158.1,12,4,0,0,113,37,3.3,4.01,1.24,4.31
2021,두산,로켓,21,21,0,124.0,9,9,0,0,112,42,2.98,3.34,1.4,3.93
2021,두산,홍건희,65,0,65,74.1,6,6,3,17,82,27,2.78,2.62,1.24,2.37
2021,두산,곽빈,21,21,0,98.2,4,7,0,0,96,79,4.1,5.04,1.59,2.09
2021,두산,김강률,50,0,50,51.2,3,0,21,3,41,25,2.09,3.68,1.53,1.75
2021,두산,이승진,47,0,47,48.1,1,4,2,13,28,31,3.91,5.11,1.49,1.14
2021,두산,이현승,38,0,38,23.1,5,1,0,7,20,6,1.93,2.8,0.94,0.83
2021,두산,권휘,24,0,24,20.1,0,0,0,1,15,14,2.66,4.36,1.48,0.27
2021,두산,윤명준,45,0,45,45.2,1,0,0,1,26,20,4.73,4.69,1.6,0.25
2021,두산,김명신,58,1,57,67.0,3,2,0,2,43,14,4.3,4.15,1.28,0.21
2021,두산,박치국,23,0,23,22.0,2,1,0,8,20,11,4.09,3.99,1.45,0.18
2021,두산,이영하,35,11,24,78.2,5,6,1,2,53,57,6.29,5.73,1.75,0.16
2021,두산,최세창,1,0,1,1.1,0,0,0,0,0,1,0.0,6.09,1.5,0.05
2021,두산,김도윤,1,0,1,1.0,0,0,0,0,2,0,0.0,-1.23,0.0,0.04
2021,두산,김민규,31,6,25,56.1,2,3,0,1,39,28,6.07,5.7,1.63,0.03
2021,두산,박웅,10,0,10,11.2,0,0,0,0,7,4,5.4,4.13,1.37,0.03
2021,두산,최승용,15,2,13,18.1,0,0,0,2,16,10,3.93,5.39,1.64,-0.01
2021,두산,문원,2,0,2,1.1,0,0,0,0,1,2,6.75,15.47,3.0,-0.02
2021,두산,남호,5,0,5,2.2,0,1,0,0,2,3,10.13,5.38,2.25,-0.04
2021,두산,고봉재,1,0,1,1.1,0,0,0,0,0,0,27.0,12.69,3.75,-0.12
2021,두산,박소준,22,5,17,59.2,0,4,0,0,33,29,5.73,4.65,1.64,-0.15
2021,두산,유재유,4,0,4,3.1,0,0,0,0,1,5,10.8,14.81,2.7,-0.16
2021,두산,이형범,4,0,4,2.2,0,0,0,0,2,5,0.0,8.87,2.63,-0.18
2021,두산,현도훈,5,2,3,8.2,0,0,0,0,9,13,12.46,7.19,2.54,-0.25
2021,두산,이교훈,11,0,11,8.1,0,0,0,0,8,3,10.8,5.71,1.92,-0.3
2021,두산,장원준,32,0,32,18.2,0,1,1,4,8,18,6.75,6.65,2.04,-0.34
2021,두산,조제영,6,1,5,10.2,0,1,0,0,5,10,10.97,6.91,2.63,-0.37
2021,두산,박정수,9,2,7,14.1,0,3,0,0,15,6,11.3,5.37,1.95,-0.57
2021,두산,유희관,15,15,0,63.0,4,7,0,0,23,24,7.71,6.07,2.08,-0.66
2022,두산,곽빈,27,27,0,147.2,8,9,0,0,138,60,3.78,3.99,1.37,2.8
2022,두산,최원준,30,30,0,165.0,8,13,0,0,113,37,3.6,4.41,1.33,2.73
2022,두산,스탁,29,29,0,165.0,9,10,0,0,138,83,3.6,4.09,1.48,2.07
2022,두산,정철원,58,0,58,72.2,4,3,3,23,47,26,3.1,3.93,1.18,1.54
2022,두산,브랜든,11,11,0,65.0,5,3,0,0,40,24,3.6,4.35,1.23,1.29
2022,두산,김명신,68,0,68,79.2,3,3,0,10,61,25,3.62,3.71,1.26,0.96
2022,두산,최승용,48,15,33,93.1,3,7,0,5,64,43,5.3,4.58,1.58,0.62
2022,두산,홍건희,58,0,58,62.0,2,9,18,9,60,21,3.48,3.42,1.27,0.34
2022,두산,박정수,13,0,13,19.2,1,1,0,0,18,9,3.2,3.68,1.32,0.27
2022,두산,박치국,15,0,15,11.2,1,2,0,3,12,9,5.4,4.14,1.29,0.12
2022,두산,이영하,21,20,1,98.2,6,8,0,0,83,57,4.93,4.23,1.68,0.09
2022,두산,이병헌,9,0,9,5.0,0,0,0,0,5,7,3.6,6.24,2.4,0.09
2022,두산,박웅,8,0,8,6.0,0,0,0,0,3,7,3.0,6.15,2.33,0.07
2022,두산,이형범,31,0,31,31.0,0,1,0,0,17,11,4.35,4.3,1.45,-0.04
2022,두산,권휘,10,0,10,9.1,0,0,0,1,5,5,5.79,5.71,1.39,-0.04
2022,두산,김지용,18,0,18,19.1,1,0,0,0,13,5,6.05,6.14,1.24,-0.1
2022,두산,미란다,3,3,0,7.2,0,0,0,0,8,18,8.22,8.86,2.61,-0.15
2022,두산,최지강,2,0,2,1.2,0,0,0,0,2,2,21.6,4.5,4.8,-0.16
2022,두산,장원준,27,0,27,17.0,0,1,0,6,7,7,3.71,4.21,1.76,-0.2
2022,두산,김동주,10,0,10,16.2,0,0,0,0,13,9,7.56,7.08,1.92,-0.31
2022,두산,이승진,35,0,35,31.1,3,1,0,2,29,12,6.61,4.66,1.5,-0.4
2022,두산,임창민,32,0,32,27.1,0,0,2,6,21,10,3.95,4.64,1.32,-0.42
2022,두산,김강률,26,0,26,24.2,3,4,9,1,15,8,4.38,4.36,1.46,-0.44
2022,두산,이현승,23,0,23,8.2,1,0,0,2,9,4,6.23,5.72,1.96,-0.71
2022,두산,전루건,9,0,9,9.1,0,0,0,0,3,8,19.29,8.19,2.68,-0.75
2022,두산,박신지,29,9,20,61.2,1,6,0,0,38,40,6.71,5.86,2.01,-0.76
2022,두산,윤명준,20,0,20,22.1,1,1,0,0,15,8,8.46,7.48,1.84,-0.96
2023,두산,알칸타라,31,31,0,192.0,13,9,0,0,162,35,2.67,3.38,1.07,5.36
2023,두산,곽빈,23,23,0,127.1,12,7,0,0,106,58,2.9,3.96,1.21,3.92
2023,두산,브랜든,18,18,0,104.2,11,3,0,0,100,30,2.49,3.16,1.05,3.3
2023,두산,최승용,34,20,14,111.0,3,6,1,0,82,34,3.97,4.03,1.35,1.69
2023,두산,김동주,18,17,1,78.1,3,6,0,0,59,35,4.14,4.27,1.38,1.62
2023,두산,김명신,70,0,70,79.0,3,3,1,24,65,27,3.65,3.42,1.25,1.14
2023,두산,최원준,26,20,6,107.2,3,10,0,0,71,28,4.93,4.57,1.37,1.13
2023,두산,홍건희,64,0,64,61.2,1,5,22,5,62,24,3.06,3.21,1.48,1.04
2023,두산,박치국,62,0,62,52.2,5,3,2,11,48,21,3.59,3.49,1.42,0.59
2023,두산,김강률,32,0,32,25.2,1,0,1,7,21,12,4.21,4.42,1.36,0.41
2023,두산,백승우,6,0,6,4.0,0,0,0,0,1,3,0.0,6.32,1.5,0.15
2023,두산,박정수,25,0,25,36.2,1,0,1,0,28,18,4.17,4.21,1.5,0.08
2023,두산,최지강,25,0,25,22.0,2,1,0,2,14,20,5.32,5.22,1.64,0.08
2023,두산,김민규,6,1,5,8.1,0,0,0,0,5,4,4.32,4.58,1.2,0.06
2023,두산,장원준,11,10,1,41.0,3,5,0,0,24,11,5.27,4.53,1.56,0.05
2023,두산,정철원,67,0,67,72.2,7,6,13,11,55,32,3.96,4.63,1.35,0.01
2023,두산,박신지,15,1,14,26.0,0,0,0,0,15,11,5.54,4.53,1.92,-0.03
2023,두산,딜런,2,2,0,9.0,0,1,0,0,2,5,8.0,7.66,1.67,-0.05
2023,두산,이승진,1,0,1,0.2,0,0,0,0,1,1,0.0,9.4,3.0,-0.11
2023,두산,김호준,3,0,3,3.0,0,0,0,0,2,4,12.0,10.28,2.33,-0.11
2023,두산,제환유,1,0,1,2.0,0,0,0,0,2,4,13.5,7.55,3.5,-0.11
