Team,Strong_Team_Score
LG,0.6763398349559765
KT,0.3780865739671407
삼성,0.17363715884731468
두산,0.0755142526236963
NC,0.06685603078809543
SSG,-0.12135020990334296
KIA,-0.12258869036874241
롯데,-0.1538445213701449
키움,-0.3953999080624279
한화,-0.5772505214775082
